,Term,Level,gene_count,num_pos,gene_name
30,GO:0005975,3,129,103,"ABO, ADRB3, ALDH2, ALDH1B1, AKR1B1, AMY1A, AMY1B, AMY1C, AMY2B, BPGM, CHI3L1, CS, FUT2, FUT4, FUT5, B4GALNT1, GALK2, GALNT3, GCKR, GLB1, GLO1, GPI, GUSB, HYAL1, IDH2, IDH3A, IDH3G, INSR, MAN1A1, CHST6, ME1, PGM1, PGM3, PGM5, PHKA2, PHKG1, RENBP, RPE, ST8SIA1, SLC2A2, SLC2A4, SLC3A1, SLC3A2, SLC5A2, SPAM1, TALDO1, TFF1, TPD52L2, UGDH, ST8SIA2, HYAL3, PARG, AKR7A2, HYAL2, B4GALT4, B4GALT3, B4GALT2, PIGQ, GCNT3, B4GALT6, B4GALT5, KL, CHST2, CHST3, EDEM1, MLEC, XYLB, GNPDA1, CHST4, SLC35A1, FUT9, NEU3, MAN1A2, B4GALT7, GPD1L, GANAB, HYAL4, SHPK, PGLS, TKFC, B3GAT3, GBGT1, B3GAT1, AMDHD2, NAGPA, GCNT4, GALNT7, DPM3, EDEM2, MAN1C1, GBA2, PGGHG, EDEM3, NPL, MGAM2, A3GALT2, GALM, GNPDA2, B3GAT2, NANP, KLB, HEXD, RPEL1"
31,GO:0006091,3,46,44,"ACO2, ACOX1, ADRB3, SLC25A4, ASIP, ATP5F1B, AVP, AVPR1A, CEBPA, COX4I1, COX6A1, COX6A2, COX6C, COX7A1, COX7C, COX8A, DLST, FDXR, FECH, GBE1, GCGR, GIPR, MCHR1, PDX1, OGDH, ENPP1, PHKA1, PHKA2, PHKB, PHKG2, POMC, PPARD, PPP1R2, ADIPOQ, XYLB, GNPDA1, COX17, UQCR11, TREX1, CYB5R4, DHTKD1, THTPA, COX4I2, ATP5IF1"
32,GO:0006139,4,32,26,"NUDT2, ATIC, ATR, CRMP1, CTPS1, DPYSL2, DUT, SLC29A1, ERH, FPGS, MTAP, PNP, OAS2, OAS3, PRPS2, PRPSAP1, PRPSAP2, TK1, TK2, TPMT, UPP1, GDA, BPNT1, POLR1H, ATRIP, POLR3H"
33,GO:0006325,4,188,156,"APBB1, ATRX, DAPK3, EZH2, GPX4, NR3C1, H1-5, H2AC8, H2AZ1, HDAC1, HMGB2, HMGN1, HMGN2, FOXA2, FOXA3, HNRNPU, MLLT6, MOS, TONSL, PHF1, RBL1, RBL2, RELA, RPA1, SAFB, SATB1, SNAI2, SOX2, SUV39H1, TP53BP1, UBE2B, BAG6, BRD3, HMGA2, H3-4, H4C9, TRRAP, GFI1B, H2AC4, H3C1, H3C4, H3C3, H3C6, H3C11, H3C8, H3C12, H3C10, H3C2, H4C1, H4C4, H4C6, H4C12, H4C11, H4C3, H4C2, H4C5, H4C13, H4C14, SMARCA5, OGT, CBX4, BANF1, HDAC3, H3C7, H2BC11, MTA2, ATG5, BABAM2, NCOR1, MDC1, PHF14, RNF40, TLK1, TRIM28, IKZF1, HMG20B, HMG20A, HMGN4, TADA3, ZMYND11, BRD8, SPIN1, MORF4L1, CBX1, TLK2, TOPBP1, CBX3, MTF2, RTF1, RCOR1, SIRT1, CBX6, CBX5, BRD4, CBX7, PADI4, ZMYND8, ZZZ3, L3MBTL1, SS18L1, EPC2, PHF19, DNAJC2, HTATSF1, PHF20, PHF21A, ZBTB7A, ACTL6B, RSF1, TET2, MBTD1, KANSL2, BANP, MRGBP, KANSL3, HDAC8, KMT2E, ENY2, EMSY, ATXN7L3, UTP3, CBX8, GATAD1, ZNF462, BCORL1, NUCKS1, HMGN5, TBL1XR1, SUV39H2, EHMT1, THAP7, SETD7, ANP32E, TCF7L1, RHNO1, L3MBTL2, HDAC10, ABRAXAS1, CBX2, PARP10, PWWP3A, RCCD1, H2AZ2, H4C16, AEBP2, C17orf49, H3C14, CDAN1, ASXL1, H2AC1, LRWD1, MMS22L, KANSL1, H3C15, H4C15, H3C13"
34,GO:0006338,5,325,276,"ACTB, ACTL6A, ATM, RERE, ATR, ATRX, BCL7A, BMI1, BRCA2, BRDT, BUB1, CDK1, CDK2, CHD1, CHD3, CHD4, CHEK1, CREBBP, DAXX, PHC1, ERCC6, FBL, ESR1, EYA1, EYA2, EYA3, EZH1, BPTF, GATA3, KAT2A, GTF2B, HCFC1, HDAC1, HDAC2, HDGF, FOXA1, HNRNPC, PRMT1, IRF4, JAK2, JARID2, MYC, NFRKB, NPM1, PAK1, PAX6, PER1, PRKAA1, PRKAA2, PRKCA, PRKCB, PKN1, PRKDC, RB1, KDM5A, RBBP4, RBBP7, DPF2, REST, RING1, RNF2, SATB1, SETMAR, SFPQ, SKP1, SMARCA1, SMARCA2, HLTF, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1, SOX9, SS18, AURKA, TADA2A, TAF1, TAF9, TAF10, MAP3K7, VPS72, TGM2, TNP1, TOP1, HIRA, UBE2A, KDM6A, UTY, VRK1, NSD2, YY1, PCGF2, BRPF1, DEK, YEATS4, DPF1, NCOA3, KDM5C, KDM5D, ARID1A, BAP1, EOMES, RAD54L, TTF2, SMARCA5, RUVBL1, TP63, NCOA1, EED, KAT2B, PER2, MBD2, RPS6KA4, BAZ1B, BTAF1, CDY1, MTA1, DDX21, MTA2, RPS6KA5, BCL7C, BCL7B, GTF3C4, CHD1L, CLOCK, KDM4A, DCAF1, SETD1A, KMT2B, HDAC4, HUWE1, NPM3, PRMT5, CFDP1, MCRS1, ZNHIT1, CARM1, MYBBP1A, TAF6L, TBR1, KDM5B, ZNF274, SRCAP, RUVBL2, EHMT2, MSL3, NUDT5, PSIP1, BAZ2A, BAZ1A, CBX3, PAXIP1, KDM2A, KDM4B, SETD1B, KDM4C, PHF8, KDM6B, JMJD6, USP22, JADE2, SIRT4, SIRT3, RYBP, SF3B1, BICRAL, PADI4, BRD1, RAD54B, NIPBL, CHD5, CHTOP, BRPF3, CECR2, NTMT1, BRD7, TFPT, HCFC2, BAZ2B, BICRA, SMARCAL1, FOXP3, KMT5B, ING4, WAC, ZBTB7A, UCHL5, ACTL6B, SIRT6, HDAC7, RSF1, KDM3B, MBD3, POLE3, CHRAC1, ING3, INO80, GATAD2A, ERCC6L, BCOR, INO80D, NSD3, PIH1D1, PRMT6, PBRM1, PHF10, COPRS, CHD7, IWS1, YEATS2, KDM3A, HDAC8, ASH1L, DMAP1, RNF20, PRMT8, SMARCAD1, SMYD2, PRDM9, KAT14, GATAD2B, ARID1B, MTA3, EP400, CHD8, MIER1, GATAD1, KMT2C, NSD1, NFKBIZ, SUDS3, ACTR6, MEAF6, BRD9, METTL22, VCPKMT, RIOX1, SUV39H2, NAA40, KDM8, ACTR5, JADE1, NAA50, TET1, INO80B, HASPIN, HDAC10, ZRANB3, PCGF6, SETD3, KDM2B, HDGFL2, PCGF1, KMT5C, TADA2B, ACTR8, MYSM1, JDP2, INO80C, TAF1L, HIPK4, METTL21A, ZNF827, EEF2KMT, ARID2, JMJD1C, EEF1AKMT1, CDY1B, INO80E, MSL1, FBLL1, KMT5A"
35,GO:0006457,2,159,126,"APCS, ARL2, CALR, CANX, CCT6A, CLGN, CRYAB, FKBP1A, FKBP4, FKBP5, PDIA3, DNAJA1, HSPA4, HSPA8, HSP90AA1, HSP90AB1, HSPD1, HSPE1, LMAN1, NFYC, NPPA, NPPB, NPPC, P4HB, PFDN1, PFDN2, PFDN4, PFDN5, PPIA, PPIB, PPID, RANBP2, RP2, ST13, TAPBP, TBCD, TBCE, TCP1, HSP90B1, CCT3, TTC1, DNAJC7, TTC4, VBP1, WIPF1, MOGS, MKKS, LTBP4, FKBP6, KHSRP, CDC123, ZPR1, DNAJA3, PPIG, MPDU1, BAG5, BAG4, BAG3, BAG2, PDIA4, DNAJB6, PPIF, PDIA6, TRAP1, CWC27, PPIE, PPIH, PFDN6, HYOU1, CCT7, CCT4, CCT2, AHSA1, CCT6B, CCT8, NUDC, PTGES3, HSPH1, CLPX, RUVBL2, ERP29, CDC37, HSPA4L, ATF6, CCT5, ERP44, MESD, NUDCD3, HSPBP1, PPIL2, FKBP8, HYPK, ERO1A, AHSP, ZMYND10, WDR83OS, PPIL1, DNAJB11, PPIL3, CDC37L1, NGLY1, ERO1B, CCDC47, FKBP10, P3H1, DNAJC1, SIL1, PDCL3, ALG12, RIC3, GRPEL1, TXNDC5, PDRG1, ANP32E, LYRM7, ERP27, CALR3, DNAJC19, GRPEL2, CCT8L2, APLF, PPIAL4G, PPIAL4A, PPIAL4C, DNLZ, PPIAL4E"
36,GO:0006508,5,487,300,"ACAN, ANPEP, APEH, KLK3, AZU1, CFB, BMP1, C1S, C2, CAPN5, CAPN1, CAPN2, CAPN3, CAPNS1, CASP1, CASP3, CASP4, CASP5, CASP6, CASP7, CASP8, CASP10, CTSC, CLCA1, TPP1, CPA1, CPA2, CPA3, CPB1, CPB2, CTRB1, CTRL, CTSB, CTSD, CTSG, CTSH, CTSK, CTSL, CTSO, CTSS, CTSZ, CYLD, ACE, CFD, DLD, DPP4, DPP6, CELA1, ELANE, ENPEP, F2, F9, F10, FCN1, FCN2, FOLH1, ADAM2, GGT5, GZMH, GZMK, CFH, HGFAC, HPN, IDE, CFI, KLK2, KLKB1, LCN1, LNPEP, LPA, LTA4H, LTF, MBL2, ADAM11, MEP1B, MME, MMP1, MMP2, MMP3, MMP7, MMP9, MMP10, MMP12, MMP13, MMP14, MMP15, MMP16, MMP17, MST1, NEDD8, NRDC, NUP98, OLR1, PAPPA, PCOLCE, PCSK1, PCSK2, PGA5, PHEX, PIP, PLAT, PLAU, PLG, CTSA, PRCP, PREP, PROC, LGMN, PRSS1, PRSS2, PRSS3, RELN, KLK7, TMPRSS15, PRTN3, PSMB5, PSMC4, REN, SPG7, ST14, ADAM17, TBL1X, TGM2, THBD, THOP1, TMPRSS2, TNFAIP3, TPP2, TPSAB1, UBE3A, USP4, UQCRC2, USP1, VHL, XPNPEP1, XPNPEP2, LRP8, USP7, ADAM12, USP5, CLPP, USP11, USP9Y, MMP23B, CPZ, FCN3, EIF3F, MBTPS1, CTSF, ADAM23, ADAM15, CFLAR, PROZ, USP13, UBA3, USP6, USP2, USP10, USP8, MMP20, ADAMTS4, ADAMTS3, ADAMTS2, PREPL, KLK4, CLCA2, ESPL1, USP34, JOSD1, USP15, PIGK, DPP3, CELA3A, USPL1, ZMPSTE24, PITRM1, UBD, COLEC10, STAMBP, MASP2, CAPN9, CLPX, ADAM28, USP20, MALT1, MMP24, AFG3L2, COPS5, ADAMTS13, ADAMTS5, ADAMTS7, KLK8, USP18, PARK7, CTRC, CLCA4, VASH1, METAP1, ATG4B, OTUD3, USP22, USP24, NCSTN, TPSD1, CELA3B, CASP14, BACE1, KLK5, BACE2, FBXL2, SENP6, KLK13, SENP3, FBXW2, FBXO2, FBXL6, FBXO6, FBXO3, USP21, DESI1, HTRA2, SPCS1, USP25, SENP1, TRHDE, KLK14, KLK12, LAP3, CPA4, OTUD6B, ERAP1, ADAM22, MINDY2, PGPEP1, DPP8, USP47, UFSP2, PARL, OTUD5, OTUB1, CNDP2, MINDY1, TMPRSS4, OTUD7B, SENP7, NLN, STAMBPL1, DPP10, SENP2, SPCS3, FAM111A, XPNPEP3, ERAP2, MMP25, TPSB2, USP46, COLEC11, OTUB2, BRCC3, MMEL1, VASH2, KDM8, ALG13, VCPIP1, ADAM33, ADAMTS10, SPRTN, USP48, USP32, CNDP1, USP30, ATG4C, ATG4D, OTULIN, DPP9, ATXN3L, LACTB, MYSM1, ATG4A, PSMB11, SENP8, JOSD2, PRSS58, OTUD6A, PM20D1, USP51, OTUD7A, ADAMTS17, SENP5, USP12, TYSND1, OTUD1, SVBP, CAPN8, USP27X, PRSS57, CTRB2, PGA3, PGA4, MATCAP1"
37,GO:0006629,3,171,135,"ABCA2, ACAT2, ACOX1, ACP3, ALDH3A1, ALDH3B1, ALDH3B2, ALOX12, ALOX15, ALOX15B, AOX1, APOF, APOBEC1, APOC1, APOC4, APOD, ARSA, ASMT, ATP5F1A, ATP5F1B, BCAT1, BCAT2, BCKDHB, CD36, CHKA, CIDEA, CLU, TPP1, CLPS, COX10, CRK, CRKL, CTH, CYP3A4, FABP5, FABP6, ACSL4, FAH, FMO5, FNTB, G6PD, B4GALT1, GPX5, GSTA3, HSD17B10, HMGCL, HMGCS1, HNF4A, HSPG2, IL1RN, LCAT, LDLR, LEP, FADS1, FADS3, LPA, LRP1, LRP2, LTA4H, MGST2, MGST3, MTTP, OCRL, PAFAH1B2, PAFAH1B3, PAFAH2, PC, PDE3A, ABCB4, PITPNA, PLCL1, PLIN1, PLTP, PNLIP, PNLIPRP1, PPARD, PPARG, PTPRN2, SC5D, SLC16A1, SREBF1, SREBF2, THRSP, TTPA, UCP3, UGT2B7, UGT2B10, UMOD, TRPV1, WNT10B, LRP8, AKR7A2, RDH16, CH25H, LIPG, FADS2, PITPNM1, LPIN2, RIDA, B3GALT5, AKR1A1, CEPT1, STARD3, SDS, BTN2A1, MGLL, PITPNB, PTPN22, NPHP3, ACAD8, PRLH, ANGPTL4, PLA1A, GDE1, LIPT1, TM6SF2, UGT1A10, ACOT13, CHPT1, MID1IP1, FKRP, TMEM43, NAA40, PTGES2, SDSL, LACTB, ATG4A, OMA1, ENPP6, ADHFE1, AWAT2, JAZF1, CNEP1R1, CYP4X1, SULT1C3"
38,GO:0006644,5,50,35,"ALOX15B, CLN8, GATA6, GPX4, LCAT, LPL, PLA2G2A, PLA2G5, PLCB2, PLCD1, SNCA, NKX2-1, PLA2G10, PLA2G4C, PLPP1, PLPP2, PLPP3, PLAA, AGPAT1, AGPAT2, PLAAT3, PLA2G15, PLA2G2D, ANGPTL3, PLA2G3, GDE1, PLA2G12A, PLPP5, PLA2G12B, PIP4P1, PLB1, PLPP4, LPCAT4, PCSK9, OC90"
39,GO:0006694,5,25,23,"CYP1A1, CYP3A7, CYP17A1, CYP19A1, CYP21A2, CYP51A1, FDFT1, FDX1, FDXR, HSD3B1, HSD3B2, HSD17B1, HSD17B3, LSS, PBX1, PRLR, SRD5A1, SRD5A2, STAR, RDH8, ACBD3, DHRS11, SDR42E1"
40,GO:0006730,3,33,17,"AHCY, CA2, CA8, CA9, DHFR, FPGS, MAT1A, MAT2A, MTHFD1, SHMT2, AHCYL1, ALDH1L1, AHCYL2, GNMT, MAT2B, ALDH1L2, DHFR2"
41,GO:0006749,3,38,32,"CTNS, G6PD, GLO1, GSR, GSTA1, GSTA2, GSTA3, GSTA4, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTP1, GSTZ1, HAGH, IDH1, NDP, SOD1, SOD2, NAT8, GSTO1, ARL6IP5, ETHE1, SLC7A11, MMACHC, OPLAH, HPGDS, GSTO2, GSTA5, GSTK1, GSTT2B"
42,GO:0006796,4,17,14,"ACYP1, ACYP2, IMPA1, IMPA2, INPP1, INPP5D, ENPP1, ENPP3, PPA1, PTPRB, PTPRD, TGFB1, PPA2, LHPP"
43,GO:0006801,4,19,17,"CBS, CYBA, CYBB, NAGLU, NCF2, NOS2, SLC1A1, SOD1, SOD2, SH3PXD2A, CCS, NOXA1, NOX4, CYB5R4, PREX1, SH3PXD2B, NCF1"
44,GO:0006805,5,109,95,"NAT1, NAT2, ADA, AHR, ALDH3A1, AOC2, AOX1, BCHE, CAD, CBR1, CBR3, ABCC2, CYP1A1, CYP1A2, CYP1B1, CYP2A6, CYP2A7, CYP3A7, CYP2A13, CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2C18, CYP2D6, CYP2E1, CYP2F1, CYP2J2, CYP3A4, CYP3A5, CYP26A1, AKR1C1, NQO1, SLC29A1, EPHX1, FMO1, FMO2, FMO5, GSTA1, GSTA2, GSTA3, GSTA4, GSTP1, GUK1, HNF4A, ABCC1, ABCB1, POR, RORA, RORC, S100A12, SLCO1A2, SULT1A2, SULT1A3, SULT2A1, TPMT, UGT2B7, UGT2B15, UGT2B17, CYP4F2, ABCB11, ABCC3, NR1I2, AIP, ABCC5, ABCC4, SLCO1B1, UGT2B11, CYP46A1, SLC22A7, SULT1C4, SULT1B1, SLCO1B3, CYP2S1, UGT1A10, UGT1A7, UGT1A6, UGT1A9, UGT1A1, UGT1A3, SLC29A3, CYP26B1, AHRR, NCEH1, CYP4F12, VKORC1, CYB5B, CYP2U1, ACSM1, GSTO2, CYP2R1, GSTA5, ACSM2B, SULT1C3, SULT1A4"
45,GO:0006809,5,21,19,"ACP5, AKT1, ARG2, CAV1, CYP1B1, CYB5R3, NQO1, NOS1, NOS2, NOS3, RORA, SPR, TLR4, SLC7A6, KLRK1, MTARC2, MTARC1, CYB5B, TICAM1"
46,GO:0006811,4,106,72,"ATP1A4, CHRNA2, CHRNA3, CHRNA4, CHRNA7, CHRNB2, CHRNB4, CTNS, SLC26A3, GABRB1, GLRA1, GLRB, LASP1, SLC22A18, P2RX1, P2RY1, SLC26A4, PLP2, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC5A5, SLC8A2, SLC8A1, SLC8A3, SLC9A1, SLC9A3, SLC9A5, SLC12A1, SLC12A2, SLC12A3, SLC17A1, SLCO1A2, SLC22A3, TRPA1, SLC22A8, SLC12A6, TOMM40, SLC9A6, SLCO1B1, SLC22A7, ATP11B, CLDN15, CNNM3, CNNM1, SLCO1B3, RACGAP1, SLCO1C1, SLC22A11, SLC17A7, SLC17A6, P2RY12, SLC26A6, WNK1, NHERF4, SLC25A18, TOMM40L, SLC9A7, SLC26A9, SLC26A7, SLC22A12, SLC24A4, SLC32A1, SLC36A2, SLC5A12, SLC5A8, SLC36A1, LHFPL5, SLC17A8, SLC24A5, SLC9A4"
47,GO:0006812,5,26,20,"CHRNA1, CHRNB1, CHRND, CNGB1, CNGA3, GRIN1, SLC22A2, TRPC6, PKD2L1, HCN4, PANX1, CNGB3, ANO1, TMEM63C, MCOLN1, ATP10D, TRPM3, ANO6, CALHM1, PKD1L3"
48,GO:0006820,5,18,13,"TSPO, SLC26A3, SLC4A1, SLC4A2, SLC17A1, VDAC1, VDAC2, LRRC8A, SLC17A7, SLC17A6, SLC4A11, SLC26A9, SLC17A8"
49,GO:0006833,5,22,14,"AQP8, AQP1, AQP2, AQP5, AQP6, AQP7, AVP, MIP, UPK3A, LARGE1, NHERF4, SLC4A11, AQP10, AQP11"
50,GO:0006836,4,38,28,"CHAT, SLC29A1, SLC29A2, ICA1, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC6A2, SLC6A3, SLC6A4, SLC6A8, SLC18A2, SLC18A3, SLC22A3, SLC22A2, STX4, SYNJ1, SLC6A5, SV2B, SV2C, SLC38A2, SLC29A3, GABRQ, SLC17A7, SLC29A4, SLC6A18, SLC6A17"
51,GO:0006869,5,66,38,"ABCA2, ABCA4, APOF, APOA4, APOC4, APOD, CETP, CHKA, CLN8, GM2A, HDLBP, LPA, NME4, SERPINA5, PLTP, VLDLR, APOL1, ABCG2, SIGMAR1, STARD10, CFHR4, VPS13A, ZDHHC5, ABCA12, GULP1, APOBR, ESYT2, PCTP, APOO, ESYT3, APOA5, PDZD8, SPNS2, NAXE, STARD6, YJEFN3, MFSD2B, SFTPA1"
52,GO:0006897,5,184,144,"AP2A1, AGER, AMPH, BIN1, ANK2, APLP1, APP, ASGR2, BCL2L1, CAV3, CLCN5, ACKR2, CSNK1D, CSNK1E, CSNK1G2, CSNK1G3, DMBT1, DNM1, DNM2, DPYSL2, EPS15, GHR, HIP1, HRAS, INPPL1, KCNQ3, LDLR, LGALS3BP, LIPA, LRP2, LRP4, LRP5, MYO1B, MYO1F, MYO1A, MYO1C, MYO6, MYO7A, MYO7B, NME1, NPC1, OLR1, ENPP1, ENPP2, PIK3C2A, PIK3C3, PIK3CB, PIK3CG, RAB1A, RAB5A, RAB5B, RAB5C, SORT1, SHH, SURF4, SYP, TSC2, VTN, LRP8, RAB7A, PICALM, EEA1, DGKD, STBD1, HIP1R, PSTPIP1, UNC119, MTMR6, RABEP1, REPS2, CYTH2, TRIP10, CD163, ZFYVE9, RIN1, CLINT1, RHOBTB1, MRC2, TOM1, DNM1L, WASF2, TNK2, USP20, RALBP1, EHD1, AP3M2, SYNRG, EPN2, USP33, FNBP1, RHOBTB2, ARC, EHBP1, RHOQ, SH3BP4, NECAP1, DNM3, GAPVD1, AP3M1, DBNL, PACSIN3, HOOK2, EPN1, SH3KBP1, CD209, EHD3, EHD2, MYO15A, MARCHF2, CD320, SNX9, SCARA3, ANKFY1, NCKIPSD, ACKR4, ATP6V1H, RIN2, EPN3, NECAP2, BIN3, APOBR, RHOJ, RAB22A, ESYT2, DENND1A, RHOU, EPS15L1, MTMR9, RIN3, DENND1C, RUFY1, REPS1, MICALL1, SNX18, MARCHF3, NOSTRIN, LRRK2, DENND1B, RHOV, C9orf72, SNX33, STEAP2, SCARA5, MIA3"
53,GO:0006909,5,67,52,"ADORA1, ADORA2A, ANXA1, ANXA11, AXL, BCR, CEBPE, LYST, CRYBA1, DNM2, ELANE, FCGR2B, GAS6, GATA2, ICAM3, IRF8, ITGAL, ITGB1, LDLR, LEP, LEPR, LRP1, MET, MST1R, NCF2, NCF4, PECAM1, PIK3CA, RAB5A, SLAMF1, SLC11A1, ICAM5, TLR4, TYRO3, PIP5K1A, SYT7, RUBCN, ABCA7, MERTK, RAB11FIP2, MESD, JMJD6, PIP5K1C, CORO1C, EIF2AK1, ELMO2, NOD2, ELMO3, BLTP1, PLD4, UNC13D, TICAM2"
54,GO:0006914,4,145,118,"ABL1, ANXA7, ARSB, VPS51, COL6A1, DNM2, DRD2, FOXO1, GBA1, HMGB1, IRF8, IFI16, INHBA, ITGB4, RAB8A, NAGLU, NPC1, TBC1D25, CHMP1A, PIK3C3, PIK3CB, PRKAA1, PRKAA2, RAB1A, S100A8, S100A9, STK11, TMBIM6, TP53, UMOD, UVRAG, VCP, XBP1, TFEB, ULK1, BECN1, CD84, SQSTM1, TAX1BP1, USP13, HAP1, USP10, TGFBRAP1, ATG5, VPS4B, ULK2, RUBCN, TBC1D5, RB1CC1, SEC16A, HDAC6, OPTN, RNF41, RGS19, ATG7, DEPP1, WDR45, PARK7, GABARAPL2, SIRT2, ATG4B, SYT11, VPS13A, CLEC16A, VPS39, ATP13A2, TECPR1, CHMP2B, ULK3, PTPN22, VPS4A, CHMP2A, RMC1, NRBF2, SH3GLB1, TRIM17, TRAPPC4, CHMP5, CHMP3, TOLLIP, BCAS3, FNBP1L, WIPI1, MAP1S, WDR41, SUPT20H, VPS11, UBQLN4, CHMP1B, TBC1D14, VPS18, MOAP1, PHF23, CHMP6, TBC1D17, MAP1LC3B, VMP1, SBF2, ATG10, WDR24, ATG4C, ATG4D, TRIM5, SEC16B, LRSAM1, RNF185, CHMP7, CHMP4C, ATG4A, RAB39B, LRRK2, CHMP4B, SMCR8, VTI1A, C9orf72, NHLRC1, BECN2, CISD2"
55,GO:0006935,4,116,107,"C3AR1, C5, C5AR1, CCR1, CCR3, CCR4, CCR5, CCR6, CCR8, CMKLR1, MAPK14, CX3CR1, DEFA1, DEFB1, DEFB4A, DOCK2, TYMP, S1PR1, FER, FES, FGF2, FPR1, FPR2, FPR3, XCR1, CXCR3, CXCL1, CXCL2, SERPIND1, NCKAP1L, HRAS, HRG, CCN1, CXCL8, CXCR2, CXCL10, ANOS1, L1CAM, LECT2, LGALS9, LSP1, CXCL9, ENPP2, PIK3C2G, PIK3CB, PLAU, PLAUR, PLD1, PLP2, MAPK1, MAP2K1, RAC2, RALA, RARRES2, RNASE2, RNASE3, ROBO2, CCL1, CCL2, CCL3, CCL7, CCL8, CCL11, CCL13, CCL15, CCL16, CCL17, CCL18, CCL20, CCL22, CCL23, CCL24, CCL25, CXCL6, CXCL11, CXCL5, CX3CL1, CXCL12, SPN, FOSL1, PLA2G6, CCRL2, CXCL14, RIPOR2, CCL26, CREB3, CYSLTR1, CCR9, CCL27, RALBP1, C5AR2, ACKR4, PLGRKT, LTB4R2, CCL28, CXCL16, PROK2, ROBO3, CMTM7, CMTM1, CMTM5, CMTM3, CMTM2, CMTM8, AMOT, MOSPD2, DEFA1B"
56,GO:0006936,4,78,76,"ACTA1, ASPH, CACNA1S, CALD1, CHRNB1, CHRND, CHRNE, CHRNG, CKMT2, CLCN1, LTB4R, CRYAB, DES, EMD, GAMT, GLRA1, GNAO1, HRC, KCND2, KCNJ12, MYH1, MYH2, MYH3, MYH4, MYH6, MYH7, MYH8, MYL1, MYL6, NOS1, OXTR, FXYD1, RYR1, SCN4A, SCN7A, SGCA, SLC6A8, SLC8A1, SNTA1, SNTB1, TACR2, TAFAZZIN, TMOD1, TPM2, TPM3, TPM4, TTN, UTRN, SLMAP, SSPN, PABPN1, MYH13, GALR2, CACNA1H, P2RX6, MYOM2, MYOT, HCN4, GJC1, CERT1, TRDN, UTS2, LMOD1, ANKRD2, TMOD4, TMOD3, TMOD2, MYL11, KCNIP2, TBX20, FKRP, TRIM63, CALML4, MYL6B, CALML6, LMOD2"
57,GO:0006939,5,21,20,"ADA, ADRA1A, ADRB2, APBB1, APBB2, BDKRB2, CALCA, CHRM3, CHRNB2, CHRNB4, EDNRA, FKBP1B, HTR7, MYH11, MYLK, ROCK1, TBXA2R, ROCK2, NMUR1, TPCN2"
58,GO:0006941,5,20,19,"ALDOA, ARG2, CACNA1S, CASQ2, DTNA, MYH6, MYH7, NOS1, PGAM2, RYR1, RYR2, RYR3, TTN, LARGE1, ARHGEF11, KLHL41, SMPX, VPS54, MYLK2"
59,GO:0006952,3,71,67,"CAMLG, CD48, CEBPE, CSF3R, CST3, CYBB, DMBT1, FCGR2B, ACKR1, GATA3, HLA-B, HP, HSF1, INHBA, INHBB, KCNN4, CXCL9, MPO, MST1R, MX1, MX2, P2RY11, PSG3, PTPRCAP, CX3CL1, CXCL12, STAT1, STAT2, STAT3, STAT4, STAT5A, STAT5B, STAT6, TAP1, TIAL1, TPSAB1, WAS, CD84, IL32, SOCS6, CD83, TNIP1, CRISP3, MICU1, NOD1, CYSLTR1, MALT1, LILRB5, LILRA1, LILRB3, LILRA2, SP140, ICOSLG, NOX1, DUOX2, NOX4, NOX3, CLEC1B, DUOX1, IL17RB, NOD2, NOX5, COLEC12, NLRP3, IL31RA, IRGM, ACOD1"
